ID,SurveySessionID,QuestionID,QuestionName,SectionID,SubmittedAt,Duration,Row,Value,ColumnIndex,Text
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,9,3,3,Collecting different understandings and views and transmitting this information to the government.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,3,2,2,Providing a forum for the expression and dissemination of the government’s political program and policies.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,12,4,4,"Providing a credible forum for power-sharing, in particular in divided societies."
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,4,4,4,Scrutinizing government activity and policy in terms of responsiveness and effectiveness.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,6,3,3,Raising citizens’ grievances and informing government about local interests.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,5,3,3,Negotiating the budget lines prepared by the government.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,8,2,2,Scrutinizing international requirements considering national interests.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,10,4,4,Signaling unity of the political elite to the public.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,13,4,4,Facilitating the construction of a national consensus regarding matters of public interest.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,7,4,4,Providing a forum for negotiating matters of public interest.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,1,4,4,Representing the society to the government.
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,11,4,4,"Fostering political stability by incorporating diverse voices and perspectives, including those opposing the incumbent government."
45,24,20,QB3,3,2024-09-29 10:30:13.875822908 +0000 UTC,16,2,4,4,Approving/rejecting bills drafted by the government and making amendments.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,9,0,0,Collecting different understandings and views and transmitting this information to the government.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,3,0,0,Providing a forum for the expression and dissemination of the government’s political program and policies.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,12,0,0,"Providing a credible forum for power-sharing, in particular in divided societies."
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,4,0,0,Scrutinizing government activity and policy in terms of responsiveness and effectiveness.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,6,0,0,Raising citizens’ grievances and informing government about local interests.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,5,0,0,Negotiating the budget lines prepared by the government.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,8,0,0,Scrutinizing international requirements considering national interests.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,10,0,0,Signaling unity of the political elite to the public.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,13,0,0,Facilitating the construction of a national consensus regarding matters of public interest.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,7,0,0,Providing a forum for negotiating matters of public interest.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,1,0,0,Representing the society to the government.
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,11,0,0,"Fostering political stability by incorporating diverse voices and perspectives, including those opposing the incumbent government."
76,21,20,QB3,3,2024-09-29 11:01:20.710663755 +0000 UTC,9,2,0,0,Approving/rejecting bills drafted by the government and making amendments.
