ID,SurveySessionID,QuestionID,QuestionName,SectionID,SubmittedAt,Duration,Row,Value,ColumnIndex,Text
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,21,1,3,"Citizens should have the right to vote on any constitutional clause, even if this leads to the abolishment or limitation of constitutional safeguards, such as certain minority rights."
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,22,2,4,"The constitution should guarantee certain constitutional safeguards that cannot be abolished by a popular vote, such as certain minority rights."
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,31,-1,2,"Policymakers should be prepared to revise majority positions in the light of better alternatives, even if the latter are proposed by a minority."
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,32,-1,2,Policymakers cannot always take into consideration all possible alternatives when taking a decision. The important point is that their decisions reflect the will of the majority.
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,11,1,3,"It  is important for members of parliament to have a say in political decision-making, even though this may slow down the process of policymaking."
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,12,2,4,"The government’s policy-making process should be organised as efficiently as possible, even if this sometimes implies bypassing the parliament for some urgent decisions."
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,51,3,5,"Policy makers should consider the opinion of a broad range of interest groups before taking decisions, even if this privileges well-organized interests."
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,52,2,4,"The policymaking process should be shielded from the influence of interest groups, even if it reduces the quality of the decisions."
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,41,-3,0,Even complex issues should always be decided by elected representatives of the people and not by unelected experts.
44,24,19,QB2,3,2024-09-29 10:29:57.478287773 +0000 UTC,16,42,-2,1,"When issues are very complex, it is better to have independent experts making decisions than politicians, who often lack the expertise."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,21,-3,0,"Citizens should have the right to vote on any constitutional clause, even if this leads to the abolishment or limitation of constitutional safeguards, such as certain minority rights."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,22,-3,0,"The constitution should guarantee certain constitutional safeguards that cannot be abolished by a popular vote, such as certain minority rights."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,31,-3,0,"Policymakers should be prepared to revise majority positions in the light of better alternatives, even if the latter are proposed by a minority."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,32,-3,0,Policymakers cannot always take into consideration all possible alternatives when taking a decision. The important point is that their decisions reflect the will of the majority.
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,11,-3,0,"It  is important for members of parliament to have a say in political decision-making, even though this may slow down the process of policymaking."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,12,-3,0,"The government’s policy-making process should be organised as efficiently as possible, even if this sometimes implies bypassing the parliament for some urgent decisions."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,51,-3,0,"Policy makers should consider the opinion of a broad range of interest groups before taking decisions, even if this privileges well-organized interests."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,52,-3,0,"The policymaking process should be shielded from the influence of interest groups, even if it reduces the quality of the decisions."
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,41,-3,0,Even complex issues should always be decided by elected representatives of the people and not by unelected experts.
75,21,19,QB2,3,2024-09-29 11:01:11.793948982 +0000 UTC,11,42,-3,0,"When issues are very complex, it is better to have independent experts making decisions than politicians, who often lack the expertise."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,21,1,3,"Citizens should have the right to vote on any constitutional clause, even if this leads to the abolishment or limitation of constitutional safeguards, such as certain minority rights."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,22,-1,2,"The constitution should guarantee certain constitutional safeguards that cannot be abolished by a popular vote, such as certain minority rights."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,31,1,3,"Policymakers should be prepared to revise majority positions in the light of better alternatives, even if the latter are proposed by a minority."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,32,1,3,Policymakers cannot always take into consideration all possible alternatives when taking a decision. The important point is that their decisions reflect the will of the majority.
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,51,-1,2,"Policy makers should consider the opinion of a broad range of interest groups before taking decisions, even if this privileges well-organized interests."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,52,-1,2,"The policymaking process should be shielded from the influence of interest groups, even if it reduces the quality of the decisions."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,41,3,5,Even complex issues should always be decided by elected representatives of the people and not by unelected experts.
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,42,3,5,"When issues are very complex, it is better to have independent experts making decisions than politicians, who often lack the expertise."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,11,-2,1,"It  is important for members of parliament to have a say in political decision-making, even though this may slow down the process of policymaking."
103,26,19,QB2,3,2024-09-30 14:02:33.15462181 +0000 UTC,81,12,-2,1,"The government’s policy-making process should be organised as efficiently as possible, even if this sometimes implies bypassing the parliament for some urgent decisions."
131,28,19,QB2,3,2024-09-30 14:11:30.3458769 +0000 UTC,12,51,-1,2,"Politische Entscheidungsträger:innen sollten die Meinung eines breiten Spektrums von Interessengruppen berücksichtigen, bevor sie Entscheidungen treffen, auch wenn dadurch gut organisierte Interessen bevorzugt werden."
131,28,19,QB2,3,2024-09-30 14:11:30.3458769 +0000 UTC,12,52,-2,1,"Der politische Entscheidungsfindungsprozess sollte vor dem Einfluss von Interessengruppen geschützt werden, auch wenn dies die Qualität der Entscheidungen beeinträchtigt."
131,28,19,QB2,3,2024-09-30 14:11:30.3458769 +0000 UTC,12,21,-3,0,"Die Bürger:innen sollten das Recht haben, über jede Verfassungsklausel abzustimmen, auch wenn dies zur Abschaffung oder Einschränkung verfassungsrechtlicher Garantien, wie etwa bestimmter Minderheitenrechte, führt."
131,28,19,QB2,3,2024-09-30 14:11:30.3458769 +0000 UTC,12,22,-3,0,"Die Verfassung sollte bestimmte verfassungsrechtliche Garantien garantieren, die nicht durch eine Volksabstimmung abgeschafft werden können, wie etwa bestimmte Minderheitenrechte."
