ID,SurveySessionID,QuestionID,QuestionName,SectionID,SubmittedAt,Duration,Selection,Text,Date
31,24,6,Q06,1,2024-09-29 10:26:20.566345769 +0000 UTC,4,1,Armenia,2023
90,26,6,Q06,1,2024-09-30 13:43:20.017859578 +0000 UTC,48,1,Armenia
90,26,6,Q06,1,2024-09-30 13:43:20.017859578 +0000 UTC,48,3,Belarus
118,28,6,Q06,1,2024-09-30 14:08:14.861662792 +0000 UTC,4,6,Ukraine
190,40,6,Q06,1,2024-10-05 20:23:12.027502894 +0000 UTC,28,1,Armenia,2022
190,40,6,Q06,1,2024-10-05 20:23:12.027502894 +0000 UTC,28,3,Belarus,2022
190,40,6,Q06,1,2024-10-05 20:23:12.027502894 +0000 UTC,28,5,Moldova,2022
190,40,6,Q06,1,2024-10-05 20:23:12.027502894 +0000 UTC,28,6,Ukraine,2015
252,47,6,Q06,1,2024-10-14 08:21:37.94404372 +0000 UTC,11,1,Armenia
252,47,6,Q06,1,2024-10-14 08:21:37.94404372 +0000 UTC,11,2,Azerbaijan
252,47,6,Q06,1,2024-10-14 08:21:37.94404372 +0000 UTC,11,4,Georgia
252,47,6,Q06,1,2024-10-14 08:21:37.94404372 +0000 UTC,11,5,Moldova
291,51,6,Q06,1,2024-10-17 18:36:04.937519627 +0000 UTC,6,1,Armenia,2023
350,55,6,Q06,1,2024-10-18 14:32:00.258908011 +0000 UTC,21,6,Ukraine,2022
367,57,6,Q06,1,2024-10-18 17:36:57.404183164 +0000 UTC,25,1,Armenia
367,57,6,Q06,1,2024-10-18 17:36:57.404183164 +0000 UTC,25,4,Georgia
367,57,6,Q06,1,2024-10-18 17:36:57.404183164 +0000 UTC,25,5,Moldova
367,57,6,Q06,1,2024-10-18 17:36:57.404183164 +0000 UTC,25,6,Ukraine
463,64,6,Q06,1,2024-10-24 11:54:14.636526652 +0000 UTC,10,1,Armenia,2023
505,69,6,Q06,1,2024-11-05 16:15:36.807680223 +0000 UTC,48,1,Armenia,2024
505,69,6,Q06,1,2024-11-05 16:15:36.807680223 +0000 UTC,48,2,Azerbaijan,2024
505,69,6,Q06,1,2024-11-05 16:15:36.807680223 +0000 UTC,48,3,Belarus,2022
505,69,6,Q06,1,2024-11-05 16:15:36.807680223 +0000 UTC,48,4,Georgia,2022
505,69,6,Q06,1,2024-11-05 16:15:36.807680223 +0000 UTC,48,5,Moldova,2022
505,69,6,Q06,1,2024-11-05 16:15:36.807680223 +0000 UTC,48,6,Ukraine,2022
619,76,6,Q06,1,2024-11-13 15:42:16.228721241 +0000 UTC,20,3,Belarus,2023
619,76,6,Q06,1,2024-11-13 15:42:16.228721241 +0000 UTC,20,6,Ukraine,2023
724,98,6,Q06,1,2024-11-21 09:44:00.386111452 +0000 UTC,24,5,Moldova,2024
724,98,6,Q06,1,2024-11-21 09:44:00.386111452 +0000 UTC,24,6,Ukraine,2024
774,102,6,Q06,1,2024-11-27 14:15:08.924837442 +0000 UTC,34,1,Armenia,2022
774,102,6,Q06,1,2024-11-27 14:15:08.924837442 +0000 UTC,34,6,Ukraine,2014
802,103,6,Q06,1,2024-11-27 16:34:37.857418237 +0000 UTC,41,1,Armenia,2013
802,103,6,Q06,1,2024-11-27 16:34:37.857418237 +0000 UTC,41,2,Azerbaijan,2013
802,103,6,Q06,1,2024-11-27 16:34:37.857418237 +0000 UTC,41,3,Belarus,2013
802,103,6,Q06,1,2024-11-27 16:34:37.857418237 +0000 UTC,41,4,Georgia,2013
802,103,6,Q06,1,2024-11-27 16:34:37.857418237 +0000 UTC,41,5,Moldova,2013
802,103,6,Q06,1,2024-11-27 16:34:37.857418237 +0000 UTC,41,6,Ukraine,2013
844,108,6,Q06,1,2024-12-02 07:09:05.196004994 +0000 UTC,44,2,Azerbaijan,2024
844,108,6,Q06,1,2024-12-02 07:09:05.196004994 +0000 UTC,44,4,Georgia,2017
844,108,6,Q06,1,2024-12-02 07:09:05.196004994 +0000 UTC,44,6,Ukraine,2017
882,115,6,Q06,1,2024-12-10 15:51:10.123017582 +0000 UTC,11,6,Ukraine,2023
917,117,6,Q06,1,2024-12-11 12:42:24.453373999 +0000 UTC,23,6,Ukraine,2020
948,119,6,Q06,1,2024-12-11 14:00:28.311334385 +0000 UTC,19,6,Ukraine,2024
1054,132,6,Q06,1,2024-12-17 11:21:44.854584102 +0000 UTC,16,6,Ukraine,2023
1177,148,6,Q06,1,2025-01-05 16:23:40.09415344 +0000 UTC,32,5,Moldova,2017
1177,148,6,Q06,1,2025-01-05 16:23:40.09415344 +0000 UTC,32,6,Ukraine,2020
1205,149,6,Q06,1,2025-01-05 16:50:38.900083735 +0000 UTC,32,5,Moldova,2019
1205,149,6,Q06,1,2025-01-05 16:50:38.900083735 +0000 UTC,32,6,Ukraine,2016
1235,151,6,Q06,1,2025-01-05 17:13:36.649593593 +0000 UTC,10,3,Belarus
1235,151,6,Q06,1,2025-01-05 17:13:36.649593593 +0000 UTC,10,4,Georgia
1235,151,6,Q06,1,2025-01-05 17:13:36.649593593 +0000 UTC,10,6,Ukraine
1291,153,6,Q06,1,2025-01-05 17:27:31.23741923 +0000 UTC,30,1,Armenia
1291,153,6,Q06,1,2025-01-05 17:27:31.23741923 +0000 UTC,30,2,Azerbaijan
1291,153,6,Q06,1,2025-01-05 17:27:31.23741923 +0000 UTC,30,6,Ukraine
1319,154,6,Q06,1,2025-01-05 17:33:50.961918528 +0000 UTC,15,6,Ukraine
1347,155,6,Q06,1,2025-01-05 17:42:20.220549872 +0000 UTC,7,1,Armenia
1347,155,6,Q06,1,2025-01-05 17:42:20.220549872 +0000 UTC,7,2,Azerbaijan
1347,155,6,Q06,1,2025-01-05 17:42:20.220549872 +0000 UTC,7,4,Georgia
1347,155,6,Q06,1,2025-01-05 17:42:20.220549872 +0000 UTC,7,6,Ukraine
1375,156,6,Q06,1,2025-01-05 18:36:02.963412972 +0000 UTC,8,1,Armenia
1375,156,6,Q06,1,2025-01-05 18:36:02.963412972 +0000 UTC,8,2,Azerbaijan
1375,156,6,Q06,1,2025-01-05 18:36:02.963412972 +0000 UTC,8,4,Georgia
1403,157,6,Q06,1,2025-01-05 18:47:02.72768624 +0000 UTC,12,1,Armenia
1403,157,6,Q06,1,2025-01-05 18:47:02.72768624 +0000 UTC,12,2,Azerbaijan
1403,157,6,Q06,1,2025-01-05 18:47:02.72768624 +0000 UTC,12,4,Georgia
1431,158,6,Q06,1,2025-01-05 18:59:01.467826869 +0000 UTC,6,3,Belarus
1431,158,6,Q06,1,2025-01-05 18:59:01.467826869 +0000 UTC,6,6,Ukraine
1459,159,6,Q06,1,2025-01-05 19:03:00.263802348 +0000 UTC,4,3,Belarus
1459,159,6,Q06,1,2025-01-05 19:03:00.263802348 +0000 UTC,4,6,Ukraine
1487,160,6,Q06,1,2025-01-05 19:10:20.10053181 +0000 UTC,6,3,Belarus
1487,160,6,Q06,1,2025-01-05 19:10:20.10053181 +0000 UTC,6,6,Ukraine
1515,161,6,Q06,1,2025-01-05 19:21:57.02911069 +0000 UTC,5,3,Belarus
1515,161,6,Q06,1,2025-01-05 19:21:57.02911069 +0000 UTC,5,6,Ukraine
1543,162,6,Q06,1,2025-01-05 19:26:56.906770113 +0000 UTC,9,1,Armenia
1543,162,6,Q06,1,2025-01-05 19:26:56.906770113 +0000 UTC,9,2,Azerbaijan
1543,162,6,Q06,1,2025-01-05 19:26:56.906770113 +0000 UTC,9,4,Georgia
1543,162,6,Q06,1,2025-01-05 19:26:56.906770113 +0000 UTC,9,6,Ukraine
1602,165,6,Q06,1,2025-01-05 19:40:12.401596163 +0000 UTC,5,3,Belarus
1602,165,6,Q06,1,2025-01-05 19:40:12.401596163 +0000 UTC,5,6,Ukraine
1630,166,6,Q06,1,2025-01-05 19:44:26.357700079 +0000 UTC,12,1,Armenia
1630,166,6,Q06,1,2025-01-05 19:44:26.357700079 +0000 UTC,12,2,Azerbaijan
1630,166,6,Q06,1,2025-01-05 19:44:26.357700079 +0000 UTC,12,6,Ukraine
1658,167,6,Q06,1,2025-01-05 19:48:48.320506617 +0000 UTC,4,1,Armenia
1658,167,6,Q06,1,2025-01-05 19:48:48.320506617 +0000 UTC,4,2,Azerbaijan
