ID,SurveySessionID,QuestionID,QuestionName,SectionID,SubmittedAt,Duration,Row,Value,ColumnIndex,Text
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,3,2,1,Civil society organisations are invited to comment on the draft progress report prior to its publication.
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,4,1,0,It is ensured that the assessment of the progress made is reported in a manner that is comprehensible for local civil society organizations.
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,5,2,1,Civil society organisations are appropriately informed about the EU’s assessment of the progress made towards the ENP objectives.
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,7,98,2,It is ensured that the views and interests of relevant civil society organisations are reflected in the report.
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,1,2,1,Information about the report is made available to every organisation requesting it (unless the information comes under certain specified exceptions).
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,8,2,1,Civil society organisations are regularly and frequently involved in order to support and facilitate the implementation of the agreed policy reforms.
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,2,98,2,Civil society organizations are consulted when assessing progress in certain areas.
40,24,15,QA9,2,2024-09-29 10:29:16.076708226 +0000 UTC,12,6,2,1,Civil society organisations are invited to advance their views when putting together the report.
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,3,1,0,Civil society organisations are invited to comment on the draft progress report prior to its publication.
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,4,1,0,It is ensured that the assessment of the progress made is reported in a manner that is comprehensible for local civil society organizations.
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,5,1,0,Civil society organisations are appropriately informed about the EU’s assessment of the progress made towards the ENP objectives.
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,7,1,0,It is ensured that the views and interests of relevant civil society organisations are reflected in the report.
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,1,2,1,Information about the report is made available to every organisation requesting it (unless the information comes under certain specified exceptions).
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,8,98,2,Civil society organisations are regularly and frequently involved in order to support and facilitate the implementation of the agreed policy reforms.
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,2,2,1,Civil society organizations are consulted when assessing progress in certain areas.
71,21,15,QA9,2,2024-09-29 11:00:30.764678722 +0000 UTC,6,6,1,0,Civil society organisations are invited to advance their views when putting together the report.
99,26,15,QA9,2,2024-09-30 14:00:33.451368412 +0000 UTC,34,5,2,1,Civil society organisations are appropriately informed about the EU’s assessment of the progress made towards the ENP objectives.
99,26,15,QA9,2,2024-09-30 14:00:33.451368412 +0000 UTC,34,3,1,0,Civil society organisations are invited to comment on the draft progress report prior to its publication.
99,26,15,QA9,2,2024-09-30 14:00:33.451368412 +0000 UTC,34,6,1,0,Civil society organisations are invited to advance their views when putting together the report.
99,26,15,QA9,2,2024-09-30 14:00:33.451368412 +0000 UTC,34,2,2,1,Civil society organizations are consulted when assessing progress in certain areas.
99,26,15,QA9,2,2024-09-30 14:00:33.451368412 +0000 UTC,34,7,1,0,It is ensured that the views and interests of relevant civil society organisations are reflected in the report.
99,26,15,QA9,2,2024-09-30 14:00:33.451368412 +0000 UTC,34,1,2,1,Information about the report is made available to every organisation requesting it (unless the information comes under certain specified exceptions).
99,26,15,QA9,2,2024-09-30 14:00:33.451368412 +0000 UTC,34,4,2,1,It is ensured that the assessment of the progress made is reported in a manner that is comprehensible for local civil society organizations.
